BatterId,AttackAngle mean,AttackAngle std,BatSpeed mean,ConnectionMean mean,ConnectionMean std,PlanarEfficiency mean,PlanarEfficiency std,RotationalAcceleration mean,labels
36174b73,10.940306304899057,6.358460895615671,31.80314324295774,80.73535278590616,4.36223636473192,0.8691123063380282,0.0442715316826482,146.1325890669013,1
361abed2,11.037471404615465,5.942446822180087,28.62774015953951,84.95220194483936,7.609676038974278,0.6648558437499997,0.0926006199649949,95.55415532236846,3
367fb7f9,14.925858536395342,5.738153371533037,31.732833919639337,87.85236387575453,7.713569858126135,0.7190517530380252,0.0738263395646211,144.4509849133675,4
38598587,11.815703947729231,11.534152374240254,27.439035417465767,105.1372902903563,9.225316322629816,0.6497359729452055,0.0988811888374204,129.35959609109588,3
388099e7,6.792662058515379,7.821348643332391,34.188660013343856,85.50784968730056,5.161201328741229,0.6593902770800633,0.083666097223847,210.71335071193096,0
38c57f93,9.449474207319128,7.1274226938623295,29.5615426875,102.16110179283196,5.898119514629673,0.6719153124999999,0.1247280254584449,96.4754464375,3
39be4d99,3.889680013060574,7.594195648438072,31.137640461538464,75.08217798373738,5.45800308826592,0.8207620615384615,0.0704129317468294,175.99855029230773,2
3e8f091e,17.51482946022741,5.827237383278932,30.046622717868345,94.64335733440888,7.46774397327813,0.6489519467084642,0.0697776180220003,155.4064397210031,4
3f2b0e89,15.253691346829156,6.564116403625135,31.994175139971155,65.30904086262332,5.335617281896585,0.8639447272727278,0.0577290557993024,240.7641446998558,1
3faadb04,12.82390447772591,6.27833985181518,32.67087003902441,88.23296364457241,5.244139973657398,0.6730387024390243,0.0803350491358598,152.7026239560976,4
3ff92393,10.390466241355435,5.585006020692475,32.22237914205609,74.63344432149871,4.258372795297163,0.7779649710280371,0.059172102841435,191.2309317682245,1
4565069c,12.007181736252011,6.720572813275212,30.89440692530487,94.06468038887172,7.091160336291788,0.658513493902439,0.1077747564848604,115.58302373170744,4
49d72b6c,12.326763908912568,3.920998644557248,31.939440375510188,101.78293983322014,5.639163431307116,0.577577424489796,0.087273498516085,59.92158526530614,4
4b362a93,10.3316004265899,6.219963911276964,31.782800722222216,86.35240542404912,5.999247564843548,0.6250439861111111,0.0642915494312231,134.90381718055554,4
4f87a971,14.68916924151181,5.597948304268208,32.47857991368284,87.8427645695484,6.018469715609682,0.6134865780051143,0.1005638486471732,69.55824579028125,4
5070f997,8.026967504536909,6.325905216139434,35.36466345238097,85.10330013488438,3.99337049375211,0.6902700238095241,0.0737069433857932,152.49780615476192,2
50b5389a,10.149269502537445,5.474401528081919,27.30626481355932,95.0937673843814,4.742905211905289,0.7625506949152542,0.0449476091820375,183.4545455932203,1
55d8573f,11.106759099027895,7.821296899863082,31.444358107235196,82.68942920308757,6.556403434496912,0.6881555917312661,0.0843308660364651,203.0900977202845,0
5646fb0c,14.015314119602008,5.985353977790331,30.77066647732697,88.58531149057372,8.794706575781714,0.6271291241050122,0.1160409844365091,119.00692138424822,4
60756145,13.35166722246907,8.74617490495911,30.56483106303236,83.71974759454271,8.16250439846966,0.8442736439522998,0.0582485522378872,101.06483733901196,2
62763968,13.681388912386494,10.074190562179613,33.29808673483009,92.08831065931116,8.08958500103096,0.7298571923543682,0.0963995668473769,214.88227098482955,0
6559a1e7,3.5894580412798103,5.823430775382166,32.00147818123393,83.88191094874665,5.390828669711833,0.8106859010282774,0.0460532120201311,96.87277015809772,2
6665538d,14.441911762959323,5.792808632806385,28.834099173257997,91.29961156972529,6.204902855883015,0.644114358757062,0.0660322333826073,132.80380518267418,4
6b64c85e,13.605740805378758,6.344794443467245,30.866659597938128,101.9582396802999,6.130101860896809,0.6576280541237114,0.0631078638769838,86.96863603865982,4
731637d7,15.603715332905884,6.240277238843992,33.091358106814006,90.44998639073536,6.8650367141198645,0.6347604088397788,0.0881676300752767,190.37605526335187,4
741921ec,4.539670359979708,4.248373878650043,31.69068566315791,82.67080015108945,4.5064630063917255,0.6665270052631582,0.0642956302635675,129.8756159,2
76fc4924,9.127195927032773,10.93171895519974,32.847517468227416,86.98892096589766,11.053002129886693,0.7275066304347826,0.0899215842982973,243.94337680267552,0
7956ddb4,14.504171261392928,6.91190683428899,31.350118077158587,99.18567338300213,5.92322810028596,0.7129249761175763,0.0646479421157037,115.93704961236976,4
7bfa2e61,10.92161676739063,5.4661211943470285,34.74432018277679,74.55427878247089,4.3358126714516,0.7813563690685412,0.0631038356089169,161.64916804217935,1
7f28ad11,9.965411453950065,6.797652195738661,32.641887311688315,91.56410131216283,8.031439597273382,0.6096322820037107,0.1061354576928348,101.43730391651198,4
7ff5e3d5,5.843320397205577,5.738251465486777,32.83051745045045,64.27717088244908,5.344180585524223,0.8153310360360361,0.0505029060431049,100.11163619819824,2
8074619a,10.425725023717176,5.428155699019162,32.96384433852814,103.72384623618056,7.005255693135677,0.6307015670995674,0.0785670716829881,125.96072975324682,4
80be35b8,2.142368827416522,7.919469165246661,29.79646077288136,88.51426898668504,13.626870132874728,0.5554822169491521,0.1028816145024282,62.78126386779652,3
83236a1a,10.785055395150144,6.1851823834569535,30.74946260611205,96.21247626722212,4.783007979009291,0.6374977147707976,0.1004276192579843,126.17272127843812,4
838ea16c,4.823738981061154,7.615325926105748,33.50373868906116,79.78963199414089,4.8990010465193,0.7039664194659772,0.0809379094146307,197.32910078639125,0
8438f4bd,16.611663944213298,6.790110378262098,31.496508900306765,78.78843062242785,7.21045277368784,0.7801241441717791,0.0789753295950831,135.86535118251535,1
8662b016,8.324979779155637,7.425275746592654,32.42031717566949,90.44768314986707,6.103273678509791,0.7454430472083512,0.0766042715294708,135.42222458011807,2
86dcf99b,17.03349185530843,7.405892098331789,31.004402334619662,81.50716105833034,4.284408005244031,0.8036346416758544,0.0612014325002014,154.6290413996694,1
874c99cf,7.349057640596367,7.5114169893852445,31.941192945054947,85.53067504712236,8.464034423259912,0.6851911483516478,0.0959893911998765,89.6251628663004,3
8b74c7d2,5.952601773062905,4.388218251836609,30.4769885,90.62956162526628,3.401190220479618,0.7809145,0.0207146931548598,185.0652135,1
8d6e577f,9.854361881452665,7.137598618150826,33.11690402723148,84.71478869718321,6.034058642350925,0.5998353615733741,0.0895456077131257,152.46888151285924,0
93514306,12.01011755708646,4.789815748692228,32.42340452317877,93.99902739032795,5.006688596888512,0.712575296688742,0.0608971316860469,126.3093779222955,4
9c6cbb5e,11.88882114170404,7.285702586327012,29.990425124403124,89.86373607047277,10.736114070459667,0.6539411170291748,0.1277782239355239,122.82969519745336,3
9c7aef3d,6.718073016511211,5.498483145761091,31.17123952912618,74.915727337166,5.023832677108485,0.7963979838187707,0.0708000457876015,189.92803984627835,2
a189c85d,4.157714427780916,10.192499134365905,33.07252236122448,87.99534244245889,9.449941296705097,0.665387940816327,0.0892146412264958,125.03541557959188,0
a22abf7f,11.869986430223552,6.938002703015105,32.27436107929514,82.23342907196508,7.572974525095504,0.7356890810572703,0.0890349430119917,130.93249430748895,2
a3e74067,8.530953817797128,8.534508996131468,32.55654990423978,99.1907660440384,6.951187535739138,0.5529544013157899,0.0822804665045525,137.7631232412279,4
a40429fa,10.437549818255343,7.362412191816675,29.70663303954802,89.6720108466547,7.068002651480787,0.6879004519774014,0.0747666767516634,107.1079935480226,4
a6225f33,6.677796942706763,7.054575536034268,32.043898316258364,69.80936604364526,6.684683533913158,0.7493814988864149,0.0762433479077883,139.98361287527837,2
a6e40c44,13.69832180090668,7.285510788590888,30.71000987890021,80.06722123405079,7.39214888591072,0.6975323429101011,0.0875341269336918,187.49972335434057,0
b4417992,18.77570317489129,6.375523963093843,30.45505606077348,79.74960567137269,3.845560760831309,0.7613268453038672,0.0478851035882111,194.19084182872945,1
b520c7e4,15.28039992921002,4.9603216704212025,31.214040698337293,76.23317497787232,4.654237613971564,0.6360967505938245,0.0710861732253254,107.374786864608,2
b5daa471,9.32269517708907,7.369153560242143,31.29984375600002,74.56210334027159,4.37130622869367,0.7279283929999999,0.0724045032479138,138.9130314109997,2
b70d159d,10.905066011840416,6.0406009984741305,28.08395373112038,84.31400051545133,6.687549972763587,0.7180864821576768,0.0861765371318604,115.28891906722016,2
bc90bb35,11.6916747960963,5.290061694145606,31.536696850220256,105.82001663785884,5.316642009673056,0.6119358590308371,0.0823608817944143,129.1911783259912,4
c0105d56,11.268797139058297,6.794744090520434,30.718174193140765,76.055135681083,5.954533657994863,0.7087954629963908,0.0863003039190468,113.89331831678702,2
c0f8fc99,15.777751365033756,6.424216060977284,31.93035595304836,69.91294585592699,4.330636303500755,0.7739243489838831,0.0653139061002132,163.0017592361595,1
c29cb72d,14.375585441885438,7.608366020255763,31.04613430786721,84.4165647931228,6.140785253286704,0.4511009308776709,0.0720046402949506,48.924566587539815,4
c2b1b604,15.696612134636068,7.1024563835164045,30.163176481578944,87.18219391304179,8.212922939394335,0.7570984289473683,0.0622346069218345,153.39137924210536,1
c58f67ac,10.786883281638897,7.165182849339359,31.65952297171716,100.131203430037,5.842918241370668,0.4650441424242429,0.0804571279800849,51.37731738484843,4
c68a8b69,4.626654822162022,5.680181680275808,25.6757789,85.91861096045345,8.688813030683656,0.6792219399999998,0.1101125706476285,65.66692324,3
c6a58b25,14.552188119742716,6.635916415016271,31.139120276847315,91.63701675691026,7.465102555419893,0.7111644167487693,0.0769280878261925,65.00559066305424,4
ce8f56fe,20.1714650457909,4.375476459417555,36.468372,80.98610381879925,4.6552232015077255,0.7178126399999999,0.0451714457123081,166.75239244000005,1
d00e0b0a,6.389896498951473,7.362680621059108,30.131304103389827,83.33771413977212,5.653413224119984,0.7135523661016939,0.08848546874532,28.16752041299438,2
d0bd203c,14.998779061885648,5.47785706015102,32.16663297727272,81.60797158315363,6.6948450237854775,0.7317673306818185,0.0739354896492269,101.2341311613636,2
d1430205,13.531337182775204,7.800377326334932,29.839616080082124,98.61016866186692,6.3707688115026615,0.5343454969199177,0.0873258049988372,96.58107249281308,4
d2e52386,11.689730252048244,5.95836397167643,33.27489887983705,87.4915802173901,4.712574990798434,0.8376665641547872,0.0494008585690947,165.36815722556003,1
d395411d,11.063876903418064,7.873157884931643,28.046586681142852,101.03101633685412,7.291627634239746,0.5186129702857141,0.0942254540489287,100.10354843314292,3
d6997537,10.584789604044056,6.299270565469259,32.0283870626896,88.31849062046872,5.999199972487304,0.6797714418604662,0.0779059039368414,125.57015992467124,4
d8100197,13.000590625054636,6.144056575995032,32.598394741741735,101.3614927820812,7.2504658047587105,0.7032545825825831,0.0948054231769574,109.84649375975964,4
dccf147d,13.398908987915377,7.09139075756688,31.74003194326241,98.59612548962984,4.138622069962592,0.5183368829787234,0.0893886011592865,105.25929088652484,4
de4722bf,12.09903018597687,5.571121930591641,35.54921313043478,82.9039861725661,4.282248679678172,0.7529457826086955,0.0597115899644864,157.92289882608696,1
de7cd053,14.186213510340355,6.681871023793024,30.48908868736143,87.23384022890039,6.88938627213075,0.5590094955654102,0.0811130505129172,119.97757699556551,4
def3b36b,11.989373162418136,7.429308552713976,29.777793008310248,88.98984012404813,6.0235161331816265,0.6090821338873504,0.0908278918549719,143.28551953093282,4
e28cf85c,15.193721668675815,6.67654330468843,31.333589765625007,66.96317687490962,7.169685920315271,0.8077808593750002,0.0613560664236219,217.44193454687507,1
e3492889,16.013453863570913,6.938096432386355,31.421868885245885,85.99831363214857,6.7549299154482965,0.7689503770491806,0.0636537341601959,161.187361737705,1
e6497a1d,8.540320737709552,6.062703134780792,33.427511546296294,97.39982633943453,7.984536431088173,0.4814496141975307,0.1025705481554049,111.94508445987655,4
e6b2f27b,13.020924749768945,7.421197992575396,30.94383039807898,80.51735573909414,6.5854053985846015,0.8023172742796162,0.0589702034984265,167.08638818996795,1
e905a454,12.265713531219676,6.413272947437885,32.08623406270998,87.05831913686988,5.337937875225061,0.7930211522956323,0.0607492142913565,126.29341535386332,1
ea46d1b9,11.10497281234791,7.1252277986083525,32.094587644320306,102.4004630906671,5.424288580374883,0.4509907467411548,0.058941057417742,122.06023457728124,4
eb8d8b91,9.723624393756175,5.461679514061386,31.136024080581272,75.10765923747313,7.139361086074091,0.7484699418758253,0.0735594698930624,165.09886348745027,2
ec56829a,8.546072521227103,8.811697887165364,28.918544311497303,104.0772327030238,7.2502777660322,0.691386832887702,0.0749354975273024,117.42081625601593,3
eda08f6e,12.102126936628448,6.454195338096572,31.732884269230777,94.29844067244892,5.934535445642432,0.4713213461538463,0.0786316882651986,82.4849846153846,4
f70b0d82,11.30472327250152,6.073027976445466,32.51934,83.60361932801705,5.101762939430191,0.7041426649746189,0.0858167485700745,115.05605945431472,2
f7985ef1,11.074886277954963,5.989596817366435,28.54934158895021,73.46365467896817,5.239802735760941,0.8026005646408848,0.0650313490684456,97.4712474475139,2
f8c3e062,11.710500441609756,7.001661465064015,30.358645691042053,78.89092714905611,5.820590179526043,0.7140446087751379,0.0897228982839146,102.21708422120663,2
f98aa01e,10.815947655794158,6.831287037759437,29.696390239831672,81.07848453791253,8.04975202679224,0.694040443197756,0.0832361490760249,86.59905222791016,2
fb7e9a26,7.672626733429666,5.655019074752639,28.64830340581927,76.19348234774509,5.182141004807348,0.7805063981623274,0.0617097724616667,98.38707998009198,2
